customer_id,monthly_charges,total_charges,payment_method
C003023,76.73,1994.98,UPI
C003024,59.67,238.68,Credit Card
C003025,36.69,220.14,Credit Card
C003026,94.91,949.1,UPI
C003027,76.76,1151.4,Debit Card
C003028,46.24,2913.12,Credit Card
C003029,55.91,503.19,Bank Transfer
C003030,90.93,1273.02,Debit Card
C003031,66.49,1063.84,Bank Transfer
C003032,61.63,924.45,Credit Card
C003033,85.01,4930.58,UPI
C003034,66.64,2132.48,Debit Card
C003035,94.59,2837.7,UPI
C003036,61.75,1667.25,UPI
C003037,58.59,937.44,Bank Transfer
C003038,70.33,632.97,Bank Transfer
C003039,89.29,803.61,Debit Card
C003040,74.99,74.99,Debit Card
C003041,72.07,360.35,Debit Card
C003042,53.85,484.65,Bank Transfer
C003043,50.91,1272.75,Bank Transfer
C003044,89.32,893.2,UPI
C003045,91.42,822.78,UPI
C003046,90.77,1452.32,UPI
C003047,85.82,171.64,Debit Card
C003048,78.93,5446.17,Credit Card
C003049,78.62,1257.92,Bank Transfer
C003050,72.67,1671.41,Debit Card
C003051,81.24,568.68,Bank Transfer
C003052,69.17,1452.57,Credit Card
C003053,81.19,2760.46,Bank Transfer
C003054,88.35,3887.4,Bank Transfer
C003055,44.84,717.44,Bank Transfer
C003056,91.93,4228.78,UPI
C003057,68.84,1032.6,Credit Card
C003058,99.16,1090.76,Debit Card
C003059,95.41,954.1,Debit Card
C003060,49.38,1086.36,Debit Card
C003061,70.01,280.04,Credit Card
C003062,32.68,555.56,Bank Transfer
C003063,62.28,249.12,Debit Card
C003064,77.11,4780.82,Credit Card
C003065,86.94,3129.84,UPI
C003066,71.38,428.28,Credit Card
C003067,78.86,1498.34,UPI
C003068,55.95,615.45,Credit Card
C003069,69.62,487.34,UPI
C003070,58.2,3492.0,Debit Card
C003071,75.65,302.6,Credit Card
C003072,97.79,977.9,UPI
C003073,68.86,1170.62,Bank Transfer
C003074,42.58,170.32,Debit Card
C003075,73.93,1256.81,Debit Card
C003076,84.11,925.21,UPI
C003077,51.64,361.48,UPI
C003078,94.84,1043.24,Credit Card
C003079,58.07,696.84,UPI
C003080,54.8,493.2,UPI
C003081,34.39,68.78,Bank Transfer
C003082,75.38,2261.4,Debit Card
C003083,106.32,1807.44,UPI
C003084,77.34,2010.84,UPI
C003085,55.32,331.92,Bank Transfer
C003086,80.26,2247.28,UPI
C003087,86.01,774.09,Bank Transfer
C003088,93.21,559.26,Debit Card
C003089,45.3,90.6,Debit Card
C003090,101.06,1111.66,Bank Transfer
C003091,74.27,668.43,Bank Transfer
C003092,105.06,1470.84,Debit Card
C003093,73.11,1973.97,Debit Card
C003094,81.54,1223.1,Bank Transfer
C003095,51.03,612.36,Credit Card
C003096,89.7,2511.6,Debit Card
C003097,48.46,387.68,Debit Card
C003098,75.38,452.28,Bank Transfer
C003099,61.39,2823.94,Bank Transfer
C003100,68.24,272.96,Bank Transfer
C003101,91.7,6419.0,Credit Card
C003102,62.9,943.5,Bank Transfer
C003103,92.11,1750.09,Credit Card
C003104,61.86,927.9,Bank Transfer
C003105,72.62,508.34,Bank Transfer
C003106,113.0,1356.0,Credit Card
C003107,72.43,579.44,UPI
C003108,68.48,684.8,Debit Card
C003109,72.8,145.6,Bank Transfer
C003110,63.4,951.0,UPI
C003111,49.97,49.97,Credit Card
C003112,111.18,1667.7,Bank Transfer
C003113,61.87,371.22,Credit Card
C003114,39.55,514.15,Credit Card
C003115,66.89,1003.35,Credit Card
C003116,77.14,4242.7,UPI
C003117,65.84,395.04,Credit Card
C003118,69.03,414.18,Debit Card
C003119,66.72,400.32,Bank Transfer
C003120,78.51,4318.05,Bank Transfer
C003121,86.38,2418.64,Debit Card
C003122,66.15,1852.2,Bank Transfer
C003123,121.79,1217.9,Debit Card
C003124,90.82,2724.6,UPI
C003125,69.89,978.46,Credit Card
C003126,43.63,872.6,UPI
C003127,72.29,2385.57,Debit Card
C003128,86.28,2933.52,Credit Card
C003129,86.43,345.72,UPI
C003130,32.95,32.95,Credit Card
C003131,72.31,940.03,Credit Card
C003132,60.39,483.12,UPI
C003133,99.94,1898.86,Bank Transfer
C003134,72.47,1231.99,Debit Card
C003135,30.0,60.0,UPI
C003136,77.37,1547.4,UPI
C003137,31.0,186.0,Bank Transfer
C003138,79.0,1264.0,Debit Card
C003139,121.74,1704.36,UPI
C003140,97.21,2333.04,Credit Card
C003141,75.18,1052.52,Debit Card
C003142,56.81,738.53,Bank Transfer
C003143,95.48,286.44,UPI
C003144,82.72,2398.88,Credit Card
C003145,64.66,517.28,Debit Card
C003146,59.22,1243.62,UPI
C003147,51.87,778.05,Debit Card
C003148,77.49,1162.35,Credit Card
C003149,61.66,986.56,Credit Card
C003150,73.36,73.36,Debit Card
C003151,88.56,1859.76,Credit Card
C003152,61.17,305.85,Credit Card
C003153,82.9,1906.7,Debit Card
C003154,94.45,1322.3,Debit Card
C003155,77.9,311.6,Bank Transfer
C003156,83.99,755.91,UPI
C003157,78.05,858.55,Bank Transfer
C003158,70.33,632.97,Bank Transfer
C003159,86.74,86.74,Bank Transfer
C003160,102.18,3985.02,Bank Transfer
C003161,87.1,1393.6,UPI
C003162,66.13,925.82,Debit Card
C003163,66.65,1066.4,Credit Card
C003164,67.4,1145.8,Credit Card
C003165,88.95,1512.15,Debit Card
C003166,59.48,1903.36,Debit Card
C003167,49.51,1683.34,Debit Card
C003168,79.38,1349.46,Credit Card
C003169,70.43,2324.19,Bank Transfer
C003170,99.63,5081.13,Bank Transfer
C003171,30.0,480.0,Bank Transfer
C003172,74.16,370.8,UPI
C003173,61.93,61.93,Bank Transfer
C003174,86.21,1465.57,UPI
C003175,64.4,515.2,Credit Card
C003176,58.48,584.8,UPI
C003177,88.72,1330.8,Debit Card
C003178,95.58,6021.54,Debit Card
C003179,68.05,884.65,Credit Card
C003180,68.43,2600.34,Bank Transfer
C003181,95.41,954.1,Credit Card
C003182,93.18,1304.52,Debit Card
C003183,90.63,5075.28,Bank Transfer
C003184,61.95,185.85,Debit Card
C003185,56.83,170.49,Credit Card
C003186,102.73,102.73,Bank Transfer
C003187,82.19,164.38,Credit Card
C003188,55.17,1213.74,Debit Card
C003189,67.87,3868.59,Bank Transfer
C003190,71.7,717.0,Debit Card
C003191,67.89,475.23,Bank Transfer
C003192,64.15,64.15,UPI
C003193,94.61,662.27,UPI
C003194,80.57,1611.4,Debit Card
C003195,115.07,1265.77,Credit Card
C003196,95.71,1052.81,UPI
C003197,72.73,509.11,UPI
C003198,98.34,688.38,Bank Transfer
C003199,77.06,462.36,Bank Transfer
C003200,118.37,1183.7,Bank Transfer
C003201,63.7,2038.4,Debit Card
C003202,79.06,2055.56,Credit Card
C003203,57.99,463.92,Credit Card
C003204,62.38,187.14,Bank Transfer
C003205,63.17,4169.22,Debit Card
C003206,94.72,2462.72,Bank Transfer
C003207,74.16,3485.52,Credit Card
C003208,30.0,180.0,Debit Card
C003209,71.87,4887.16,Bank Transfer
C003210,50.52,505.2,Bank Transfer
C003211,61.19,1407.37,Credit Card
C003212,93.01,5487.59,Debit Card
C003213,43.13,258.78,Credit Card
C003214,45.44,1363.2,Debit Card
C003215,36.79,625.43,Debit Card
C003216,62.25,3797.25,Bank Transfer
C003217,36.21,470.73,Credit Card
C003218,37.89,1894.5,Debit Card
C003219,65.4,784.8,UPI
C003220,76.27,533.89,Bank Transfer
C003221,51.78,1656.96,Credit Card
C003222,77.22,926.64,Debit Card
C003223,72.21,866.52,Bank Transfer
C003224,80.8,2343.2,Credit Card
C003225,49.19,196.76,Credit Card
C003226,109.68,987.12,Bank Transfer
C003227,47.21,755.36,Debit Card
C003228,57.49,1437.25,Bank Transfer
C003229,80.3,1365.1,UPI
C003230,72.36,1230.12,Bank Transfer
C003231,86.94,260.82,Credit Card
C003232,63.8,382.8,UPI
C003233,45.46,590.98,UPI
C003234,39.5,355.5,Debit Card
C003235,105.59,3378.88,Bank Transfer
C003236,63.94,895.16,Debit Card
C003237,66.65,866.45,Bank Transfer
C003238,106.03,1802.51,Credit Card
C003239,60.16,1263.36,Debit Card
C003240,70.48,1127.68,Credit Card
C003241,49.35,1579.2,Credit Card
C003242,43.75,700.0,UPI
C003243,107.8,1509.2,Debit Card
C003244,108.07,1512.98,Bank Transfer
C003245,90.42,2260.5,Debit Card
C003246,89.75,1256.5,Credit Card
C003247,85.09,1446.53,UPI
C003248,55.21,331.26,Debit Card
C003249,75.81,1895.25,UPI
C003250,59.92,3355.52,UPI
C003251,30.0,480.0,Credit Card
C003252,92.39,831.51,Debit Card
C003253,81.09,3649.05,Debit Card
C003254,43.66,1178.82,Debit Card
C003255,62.79,188.37,UPI
C003256,91.04,1365.6,Bank Transfer
C003257,72.64,1816.0,Debit Card
C003258,36.02,72.04,Credit Card
C003259,45.74,1738.12,UPI
C003260,107.15,1071.5,Bank Transfer
C003261,71.32,570.56,Debit Card
C003262,91.17,2005.74,Bank Transfer
C003263,106.77,106.77,UPI
C003264,60.82,364.92,Bank Transfer
C003265,77.04,924.48,UPI
C003266,30.67,1778.86,Bank Transfer
C003267,57.86,1677.94,Bank Transfer
C003268,81.51,1630.2,UPI
C003269,66.16,1257.04,Bank Transfer
C003270,79.04,790.4,Credit Card
C003271,88.6,354.4,Debit Card
C003272,81.21,2517.51,Bank Transfer
C003273,76.62,612.96,Bank Transfer
C003274,73.82,442.92,Bank Transfer
C003275,58.64,762.32,Debit Card
C003276,51.53,618.36,UPI
C003277,97.11,3301.74,Debit Card
C003278,85.85,2575.5,Bank Transfer
C003279,54.22,813.3,UPI
C003280,71.28,1710.72,Bank Transfer
C003281,42.16,674.56,UPI
C003282,60.44,60.44,Bank Transfer
C003283,80.71,1775.62,Bank Transfer
C003284,75.2,2030.4,UPI
C003285,72.32,2024.96,Credit Card
C003286,52.33,523.3,Debit Card
C003287,48.27,1206.75,UPI
C003288,89.0,890.0,Debit Card
C003289,103.87,7167.03,Credit Card
C003290,81.0,3969.0,Credit Card
C003291,66.55,798.6,UPI
C003292,94.5,945.0,Credit Card
C003293,53.16,3455.4,Credit Card
C003294,91.06,5463.6,Bank Transfer
C003295,58.07,2613.15,Bank Transfer
C003296,59.05,3661.1,Credit Card
C003297,63.34,1583.5,Bank Transfer
C003298,67.98,747.78,Credit Card
C003299,88.3,2913.9,Bank Transfer
C003300,43.91,570.83,Credit Card
C003301,57.91,810.74,Credit Card
C003302,74.19,1261.23,Debit Card
C003303,81.16,1866.68,Credit Card
C003304,35.9,466.7,Debit Card
C003305,54.19,108.38,UPI
C003306,35.03,280.24,Credit Card
C003307,56.01,560.1,Credit Card
C003308,61.25,551.25,Debit Card
C003309,80.06,640.48,Credit Card
C003310,30.0,1860.0,Bank Transfer
C003311,83.07,249.21,Debit Card
C003312,59.81,538.29,Debit Card
C003313,63.18,1137.24,Bank Transfer
C003314,89.43,1252.02,Credit Card
C003315,96.9,1162.8,UPI
C003316,56.9,1991.5,UPI
C003317,56.76,1589.28,UPI
C003318,62.92,817.96,Debit Card
C003319,56.66,453.28,Debit Card
C003320,41.3,2395.4,Bank Transfer
C003321,69.37,2913.54,Credit Card
C003322,56.8,1931.2,Bank Transfer
C003323,71.96,935.48,Debit Card
C003324,104.17,1354.21,UPI
C003325,67.89,1493.58,Credit Card
C003326,54.89,823.35,UPI
C003327,64.56,193.68,Credit Card
C003328,72.57,1378.83,UPI
C003329,66.69,666.9,Credit Card
C003330,58.74,1292.28,UPI
C003331,36.87,1474.8,Bank Transfer
C003332,82.67,661.36,Debit Card
C003333,52.14,1512.06,Bank Transfer
C003334,99.25,1191.0,UPI
C003335,62.62,3757.2,Credit Card
C003336,59.67,656.37,Bank Transfer
C003337,60.57,545.13,UPI
C003338,73.0,1971.0,Debit Card
C003339,52.67,790.05,Credit Card
C003340,56.5,1130.0,Bank Transfer
C003341,82.45,989.4,Debit Card
C003342,49.65,546.15,UPI
C003343,80.96,1781.12,Credit Card
C003344,86.55,519.3,UPI
C003345,83.35,666.8,Credit Card
C003346,74.67,1120.05,Debit Card
C003347,33.92,1017.6,Debit Card
C003348,45.79,2655.82,Debit Card
C003349,42.89,2015.83,Bank Transfer
C003350,62.43,686.73,Bank Transfer
C003351,70.62,988.68,Bank Transfer
C003352,46.18,415.62,UPI
C003353,66.55,2196.15,Bank Transfer
C003354,83.68,669.44,Credit Card
C003355,50.03,700.42,Debit Card
C003356,53.63,1394.38,UPI
C003357,93.62,2714.98,UPI
C003358,51.45,2932.65,Bank Transfer
C003359,76.85,3535.1,Credit Card
C003360,94.79,2654.12,Debit Card
C003361,46.37,185.48,UPI
C003362,47.87,718.05,Debit Card
C003363,65.37,392.22,Credit Card
C003364,71.35,1070.25,Debit Card
C003365,57.17,686.04,Bank Transfer
C003366,109.43,1860.31,Debit Card
C003367,80.77,1696.17,UPI
C003368,53.91,1078.2,Bank Transfer
C003369,42.68,1323.08,Bank Transfer
C003370,68.74,343.7,Bank Transfer
C003371,78.78,866.58,Bank Transfer
C003372,106.81,213.62,UPI
C003373,71.52,1144.32,Credit Card
C003374,65.14,586.26,Credit Card
C003375,50.47,504.7,Bank Transfer
C003376,77.41,928.92,Credit Card
C003377,90.33,1535.61,UPI
C003378,34.25,2294.75,Credit Card
C003379,71.49,714.9,Credit Card
C003380,49.6,942.4,UPI
C003381,42.85,342.8,Credit Card
C003382,103.88,1454.32,Bank Transfer
C003383,87.75,1228.5,Bank Transfer
C003384,57.88,173.64,UPI
C003385,66.77,66.77,Bank Transfer
C003386,63.65,572.85,Bank Transfer
C003387,47.49,664.86,Bank Transfer
C003388,59.18,1597.86,Bank Transfer
C003389,85.68,171.36,Bank Transfer
C003390,58.68,938.88,Credit Card
C003391,79.28,4043.28,UPI
C003392,58.84,353.04,Debit Card
C003393,46.32,3057.12,UPI
C003394,93.89,1690.02,UPI
C003395,30.0,30.0,UPI
C003396,105.7,1585.5,Credit Card
C003397,89.96,89.96,UPI
C003398,73.65,736.5,UPI
C003399,61.08,61.08,Credit Card
C003400,62.64,2067.12,Bank Transfer
C003401,74.05,888.6,Debit Card
C003402,73.7,1179.2,Bank Transfer
C003403,50.82,1727.88,UPI
C003404,71.36,1213.12,Bank Transfer
C003405,75.17,300.68,Credit Card
C003406,63.99,447.93,Debit Card
C003407,114.78,1377.36,Bank Transfer
C003408,67.32,1211.76,UPI
C003409,34.73,173.65,Debit Card
C003410,49.79,1643.07,UPI
C003411,84.07,504.42,Bank Transfer
C003412,55.55,111.1,Bank Transfer
C003413,50.12,1303.12,UPI
C003414,97.91,1174.92,Debit Card
C003415,73.4,1027.6,Debit Card
C003416,57.98,811.72,Debit Card
C003417,30.0,450.0,Bank Transfer
C003418,82.41,329.64,Bank Transfer
C003419,70.31,210.93,UPI
C003420,96.01,2880.3,UPI
C003421,48.11,673.54,Credit Card
C003422,62.54,2126.36,Credit Card
C003423,75.97,835.67,Credit Card
C003424,95.12,2663.36,UPI
C003425,75.17,1503.4,Debit Card
C003426,55.85,726.05,Credit Card
C003427,95.96,959.6,UPI
C003428,63.75,892.5,Bank Transfer
C003429,73.6,220.8,Debit Card
C003430,85.01,1105.13,Credit Card
C003431,101.26,708.82,Bank Transfer
C003432,77.38,2244.02,Debit Card
C003433,121.75,121.75,Debit Card
C003434,68.21,1568.83,Bank Transfer
C003435,75.87,606.96,Credit Card
C003436,57.63,1383.12,Credit Card
C003437,76.45,1070.3,Bank Transfer
C003438,75.94,2961.66,Bank Transfer
C003439,90.91,1272.74,Bank Transfer
C003440,78.89,2603.37,UPI
C003441,59.46,594.6,Debit Card
C003442,75.13,676.17,Credit Card
C003443,56.55,339.3,Credit Card
C003444,80.99,485.94,Bank Transfer
C003445,58.82,294.1,Debit Card
C003446,42.04,420.4,Bank Transfer
C003447,47.4,1422.0,Debit Card
C003448,46.5,837.0,Bank Transfer
C003449,59.44,1604.88,Bank Transfer
C003450,53.05,1803.7,Debit Card
C003451,69.56,278.24,Credit Card
C003452,62.16,2735.04,Credit Card
C003453,80.32,2570.24,UPI
C003454,77.65,155.3,Debit Card
C003455,63.52,254.08,Credit Card
C003456,94.85,1612.45,Credit Card
C003457,51.47,514.7,Debit Card
C003458,90.13,2523.64,Credit Card
C003459,73.12,1243.04,Debit Card
C003460,62.11,1987.52,Credit Card
C003461,92.59,648.13,Bank Transfer
C003462,81.14,243.42,Debit Card
C003463,48.49,1212.25,Debit Card
C003464,77.28,1159.2,Credit Card
C003465,77.26,4326.56,Debit Card
C003466,90.15,811.35,UPI
C003467,81.71,1062.23,UPI
C003468,83.14,1330.24,Debit Card
C003469,61.17,672.87,UPI
C003470,65.81,789.72,Credit Card
C003471,64.96,1948.8,Credit Card
C003472,38.03,456.36,Debit Card
C003473,95.73,191.46,Credit Card
C003474,47.62,2809.58,Credit Card
C003475,75.37,2411.84,UPI
C003476,63.38,443.66,Credit Card
C003477,65.23,4500.87,Credit Card
C003478,83.55,835.5,UPI
C003479,54.39,543.9,Bank Transfer
C003480,79.13,2136.51,Debit Card
C003481,79.32,1903.68,Debit Card
C003482,54.49,3214.91,Bank Transfer
C003483,88.22,5381.42,UPI
C003484,97.35,778.8,UPI
C003485,110.49,7402.83,Credit Card
C003486,64.76,841.88,Credit Card
C003487,73.82,2657.52,Debit Card
C003488,75.04,525.28,Debit Card
C003489,83.32,2749.56,UPI
C003490,104.97,2729.22,Credit Card
C003491,79.74,478.44,UPI
C003492,80.28,722.52,Bank Transfer
C003493,48.11,1924.4,Debit Card
C003494,110.97,1886.49,Debit Card
C003495,60.49,1028.33,UPI
C003496,30.0,510.0,Credit Card
C003497,30.0,240.0,Credit Card
C003498,76.5,382.5,Bank Transfer
C003499,44.54,311.78,Bank Transfer
C003500,71.08,1492.68,Bank Transfer
C003501,40.11,601.65,UPI
C003502,76.1,1826.4,Debit Card
C003503,81.29,2438.7,UPI
C003504,73.52,294.08,UPI
C003505,56.07,560.7,Credit Card
C003506,87.57,262.71,Bank Transfer
C003507,62.01,186.03,Debit Card
C003508,66.23,662.3,Bank Transfer
C003509,59.81,3528.79,Bank Transfer
C003510,64.64,840.32,Bank Transfer
C003511,107.42,1181.62,Debit Card
C003512,69.9,2166.9,Credit Card
C003513,44.61,2498.16,Debit Card
C003514,50.81,1219.44,Debit Card
C003515,64.48,2514.72,Credit Card
C003516,54.11,595.21,Debit Card
C003517,88.99,2580.71,Debit Card
C003518,41.66,541.58,UPI
C003519,67.62,270.48,Debit Card
C003520,90.21,451.05,UPI
C003521,57.4,1377.6,UPI
C003522,78.78,3781.44,UPI
C003523,69.19,4428.16,Bank Transfer
C003524,69.37,971.18,Credit Card
C003525,80.24,320.96,Bank Transfer
C003526,32.82,393.84,Credit Card
C003527,94.07,564.42,Debit Card
C003528,32.06,769.44,UPI
C003529,92.72,4914.16,Bank Transfer
C003530,78.68,944.16,Debit Card
C003531,79.46,2224.88,Bank Transfer
C003532,102.29,6751.14,Debit Card
C003533,93.67,3091.11,Bank Transfer
C003534,86.28,1380.48,Debit Card
C003535,64.11,576.99,Debit Card
C003536,62.79,879.06,Bank Transfer
C003537,86.83,2865.39,Debit Card
C003538,79.06,1344.02,UPI
C003539,76.02,1140.3,UPI
C003540,68.86,482.02,UPI
C003541,61.84,2226.24,UPI
C003542,42.2,253.2,Credit Card
C003543,82.87,1988.88,Bank Transfer
C003544,66.37,1725.62,UPI
C003545,65.07,780.84,UPI
C003546,33.75,1012.5,UPI
C003547,71.85,3305.1,Credit Card
C003548,42.73,42.73,Bank Transfer
C003549,61.31,980.96,Debit Card
C003550,85.85,85.85,Credit Card
C003551,71.27,570.16,UPI
C003552,67.89,3394.5,UPI
C003553,55.47,3217.26,Credit Card
C003554,59.05,3188.7,Bank Transfer
C003555,101.71,2339.33,Bank Transfer
C003556,85.59,4878.63,Debit Card
C003557,60.76,4253.2,Credit Card
C003558,67.89,1357.8,Bank Transfer
C003559,74.95,749.5,Credit Card
C003560,78.76,315.04,Bank Transfer
C003561,69.51,3823.05,Bank Transfer
C003562,34.59,34.59,UPI
C003563,69.37,2427.95,Bank Transfer
C003564,68.15,885.95,Bank Transfer
C003565,111.15,666.9,Credit Card
C003566,123.84,371.52,Bank Transfer
C003567,82.84,662.72,Bank Transfer
C003568,56.46,3782.82,Credit Card
C003569,83.58,1337.28,Bank Transfer
C003570,36.03,900.75,Credit Card
C003571,59.35,949.6,Credit Card
C003572,37.47,74.94,Credit Card
C003573,81.01,1377.17,Credit Card
C003574,45.79,686.85,UPI
C003575,64.26,449.82,UPI
C003576,69.12,4838.4,UPI
C003577,69.42,694.2,UPI
C003578,60.54,544.86,Credit Card
C003579,76.73,1304.41,Credit Card
C003580,44.92,404.28,Credit Card
C003581,104.79,1467.06,Credit Card
C003582,49.32,2367.36,UPI
C003583,70.79,2052.91,Bank Transfer
C003584,82.5,577.5,UPI
C003585,83.65,920.15,Credit Card
C003586,85.51,684.08,Credit Card
C003587,38.14,1373.04,Bank Transfer
C003588,51.65,723.1,Credit Card
C003589,72.72,509.04,Bank Transfer
C003590,79.62,796.2,Credit Card
C003591,95.14,1522.24,Bank Transfer
C003592,59.72,955.52,Debit Card
C003593,51.9,570.9,Debit Card
C003594,59.06,649.66,Debit Card
C003595,115.19,691.14,Debit Card
C003596,100.01,1200.12,Credit Card
C003597,66.61,1065.76,Credit Card
C003598,95.7,2296.8,Credit Card
C003599,58.55,175.65,Debit Card
C003600,89.09,5969.03,Bank Transfer
C003601,42.42,2842.14,Bank Transfer
C003602,77.13,4010.76,Debit Card
C003603,90.39,271.17,Credit Card
C003604,63.47,698.17,Debit Card
C003605,82.27,1398.59,UPI
C003606,58.77,176.31,Bank Transfer
C003607,76.07,152.14,Debit Card
C003608,60.37,724.44,Debit Card
C003609,86.38,3023.3,Debit Card
C003610,44.71,268.26,Debit Card
C003611,49.7,745.5,Credit Card
C003612,96.11,1537.76,Bank Transfer
C003613,30.0,630.0,UPI
C003614,57.18,1829.76,Credit Card
C003615,67.16,1074.56,Debit Card
C003616,77.06,2234.74,Debit Card
C003617,60.44,543.96,Debit Card
C003618,47.48,1519.36,Debit Card
C003619,94.53,3024.96,Bank Transfer
C003620,91.07,5646.34,Debit Card
C003621,62.41,124.82,UPI
C003622,34.19,34.19,Credit Card
C003623,76.12,1217.92,Bank Transfer
C003624,73.64,220.92,Debit Card
C003625,56.66,56.66,UPI
C003626,30.9,339.9,Credit Card
C003627,64.57,710.27,Credit Card
C003628,85.33,2730.56,Bank Transfer
C003629,88.34,1678.46,Credit Card
C003630,69.12,691.2,Debit Card
C003631,57.53,517.77,Debit Card
C003632,84.69,1270.35,UPI
C003633,47.26,661.64,UPI
C003634,42.9,171.6,Credit Card
C003635,68.23,1978.67,Bank Transfer
C003636,100.93,807.44,Debit Card
C003637,101.68,6405.84,Credit Card
C003638,43.64,1483.76,Bank Transfer
C003639,61.25,1347.5,Credit Card
C003640,118.68,237.36,Bank Transfer
C003641,56.23,899.68,UPI
C003642,102.39,1535.85,Debit Card
C003643,89.52,179.04,UPI
C003644,93.82,1032.02,Debit Card
C003645,61.08,610.8,Bank Transfer
C003646,61.67,863.38,Bank Transfer
C003647,51.79,828.64,Credit Card
C003648,85.98,773.82,Bank Transfer
C003649,37.27,447.24,Bank Transfer
C003650,66.73,1000.95,Credit Card
C003651,102.69,2567.25,Credit Card
C003652,81.89,2292.92,Debit Card
C003653,90.05,1260.7,Bank Transfer
C003654,37.12,556.8,Credit Card
C003655,50.12,701.68,Debit Card
C003656,93.68,749.44,Debit Card
C003657,72.52,652.68,UPI
C003658,49.21,1525.51,Credit Card
C003659,82.53,1237.95,UPI
C003660,59.33,118.66,Debit Card
C003661,120.75,2294.25,Bank Transfer
C003662,81.98,655.84,Credit Card
C003663,51.55,1443.4,Credit Card
C003664,87.62,876.2,Debit Card
C003665,102.3,3069.0,Credit Card
C003666,69.88,1048.2,Debit Card
C003667,54.64,273.2,Credit Card
C003668,70.89,1914.03,Credit Card
C003669,57.74,750.62,Bank Transfer
C003670,64.83,1491.09,Debit Card
C003671,42.22,295.54,UPI
C003672,87.5,1575.0,Bank Transfer
C003673,47.01,658.14,Debit Card
C003674,82.16,821.6,Credit Card
C003675,63.92,2237.2,Debit Card
C003676,74.46,297.84,Debit Card
C003677,60.51,1210.2,Bank Transfer
C003678,73.92,591.36,Debit Card
C003679,78.65,1179.75,Credit Card
C003680,62.98,881.72,UPI
C003681,35.41,318.69,UPI
C003682,76.74,230.22,Credit Card
C003683,77.82,2412.42,UPI
C003684,41.35,827.0,Bank Transfer
C003685,50.38,856.46,Debit Card
C003686,63.04,4286.72,Debit Card
C003687,30.0,630.0,UPI
C003688,84.16,3955.52,UPI
C003689,60.22,963.52,UPI
C003690,75.77,2273.1,Bank Transfer
C003691,48.75,390.0,Debit Card
C003692,110.35,331.05,Debit Card
C003693,41.59,582.26,Credit Card
C003694,60.03,840.42,Credit Card
C003695,93.98,281.94,Bank Transfer
C003696,47.01,423.09,Debit Card
C003697,71.82,287.28,Debit Card
C003698,82.54,1815.88,Credit Card
C003699,39.87,637.92,Credit Card
C003700,56.63,962.71,Debit Card
C003701,73.8,738.0,Bank Transfer
C003702,79.07,1344.19,UPI
C003703,53.55,856.8,Bank Transfer
C003704,106.81,2670.25,Debit Card
C003705,79.62,477.72,UPI
C003706,85.53,598.71,Bank Transfer
C003707,84.36,2109.0,Bank Transfer
C003708,38.73,426.03,Debit Card
C003709,67.7,1557.1,Credit Card
C003710,69.68,3971.76,Bank Transfer
C003711,64.91,324.55,Bank Transfer
C003712,74.15,370.75,Credit Card
C003713,30.0,450.0,Bank Transfer
C003714,72.56,2249.36,Bank Transfer
C003715,63.93,383.58,Credit Card
C003716,30.0,900.0,Debit Card
C003717,78.45,2745.75,Debit Card
C003718,46.38,417.42,Debit Card
C003719,62.39,873.46,UPI
C003720,64.91,2012.21,Debit Card
C003721,33.08,297.72,UPI
C003722,35.31,2083.29,UPI
C003723,80.91,970.92,UPI
C003724,57.92,810.88,Credit Card
C003725,62.14,994.24,UPI
C003726,71.46,1143.36,UPI
C003727,34.84,557.44,Credit Card
C003728,61.85,2783.25,Bank Transfer
C003729,67.79,677.9,Bank Transfer
C003730,105.29,1263.48,UPI
C003731,51.59,1547.7,Debit Card
C003732,85.78,1286.7,Bank Transfer
C003733,69.96,3008.28,Debit Card
C003734,47.29,1844.31,Credit Card
C003735,57.34,802.76,Bank Transfer
C003736,87.33,611.31,Credit Card
C003737,85.54,1368.64,UPI
C003738,59.59,178.77,Bank Transfer
C003739,76.87,1306.79,UPI
C003740,49.26,1379.28,UPI
C003741,66.47,1262.93,Credit Card
C003742,61.41,429.87,Bank Transfer
C003743,88.64,3722.88,Bank Transfer
C003744,79.26,2377.8,Bank Transfer
C003745,56.48,169.44,UPI
C003746,58.47,1110.93,Bank Transfer
C003747,69.42,138.84,Debit Card
C003748,66.77,2804.34,Debit Card
C003749,64.41,1094.97,UPI
C003750,62.96,314.8,Credit Card
C003751,97.58,3024.98,Debit Card
C003752,60.96,2072.64,Credit Card
C003753,76.0,2128.0,Bank Transfer
C003754,118.45,2487.45,Debit Card
C003755,53.07,477.63,UPI
C003756,73.85,1993.95,UPI
C003757,74.89,449.34,Credit Card
C003758,69.78,2442.3,UPI
C003759,70.82,1133.12,Credit Card
C003760,52.42,104.84,Credit Card
C003761,77.18,2701.3,Debit Card
C003762,33.26,931.28,Debit Card
C003763,105.96,1271.52,UPI
C003764,104.26,2397.98,Credit Card
C003765,63.42,1331.82,Debit Card
C003766,91.04,3277.44,Bank Transfer
C003767,64.13,769.56,UPI
C003768,70.2,912.6,UPI
C003769,56.38,1127.6,Bank Transfer
C003770,86.4,1382.4,Bank Transfer
C003771,58.37,875.55,Bank Transfer
C003772,85.7,1028.4,Debit Card
C003773,69.16,1521.52,Bank Transfer
C003774,69.66,417.96,UPI
