customer_id,gender,age,tenure_months,contract_type,churn
C003030,Male,57,14,Month-to-Month,No
C003031,Male,40,16,Two Year,No
C003032,Female,46,15,Month-to-Month,No
C003033,Male,48,58,Two Year,No
C003034,Male,24,32,One Year,No
C003035,Female,57,30,One Year,No
C003036,Male,50,27,Two Year,No
C003037,Male,38,16,Month-to-Month,Yes
C003038,Female,19,9,One Year,No
C003039,Male,35,9,Month-to-Month,Yes
C003040,Male,64,1,Month-to-Month,Yes
C003041,Male,50,5,Month-to-Month,Yes
C003042,Female,54,9,Month-to-Month,No
C003043,Male,51,25,One Year,No
C003044,Male,37,10,One Year,No
C003045,Female,52,9,One Year,Yes
C003046,Male,35,16,Month-to-Month,No
C003047,Female,63,2,Month-to-Month,Yes
C003048,Female,41,69,Two Year,No
C003049,Male,25,16,Month-to-Month,No
C003050,Female,47,23,One Year,Yes
C003051,Female,61,7,One Year,No
C003052,Male,27,21,One Year,No
C003053,Female,40,34,One Year,No
C003054,Female,28,44,Two Year,No
C003055,Male,19,16,Month-to-Month,Yes
C003056,Male,43,46,Two Year,No
C003057,Male,53,15,Month-to-Month,No
C003058,Female,50,11,Month-to-Month,Yes
C003059,Male,64,10,Month-to-Month,No
C003060,Female,30,22,One Year,No
C003061,Female,57,4,Month-to-Month,No
C003062,Female,42,17,Month-to-Month,No
C003063,Female,21,4,Month-to-Month,Yes
C003064,Female,59,62,Two Year,No
C003065,Female,36,36,Two Year,No
C003066,Female,35,6,One Year,No
C003067,Male,54,19,One Year,No
C003068,Male,47,11,Month-to-Month,No
C003069,Female,36,7,Month-to-Month,No
C003070,Female,40,60,Two Year,No
C003071,Male,33,4,Month-to-Month,No
C003072,Female,18,10,Month-to-Month,No
C003073,Male,29,17,Month-to-Month,Yes
C003074,Male,41,4,Month-to-Month,No
C003075,Male,51,17,Month-to-Month,No
C003076,Female,25,11,One Year,No
C003077,Female,35,7,Month-to-Month,No
C003078,Male,22,11,One Year,No
C003079,Male,43,12,Month-to-Month,No
C003080,Male,47,9,Month-to-Month,No
C003081,Male,30,2,Month-to-Month,Yes
C003082,Male,36,30,One Year,No
C003083,Female,46,17,Month-to-Month,No
C003084,Male,20,26,One Year,Yes
C003085,Female,43,6,One Year,No
C003086,Male,57,28,One Year,Yes
C003087,Female,29,9,Month-to-Month,No
C003088,Female,19,6,Month-to-Month,No
C003089,Female,28,2,Month-to-Month,Yes
C003090,Female,61,11,One Year,No
C003091,Female,45,9,Month-to-Month,Yes
C003092,Female,35,14,Two Year,No
C003093,Male,30,27,Two Year,No
C003094,Female,54,15,Month-to-Month,No
C003095,Male,39,12,Month-to-Month,Yes
C003096,Female,29,28,One Year,No
C003097,Female,19,8,Month-to-Month,No
C003098,Male,54,6,Month-to-Month,No
C003099,Female,24,46,Two Year,No
C003100,Male,43,4,Month-to-Month,Yes
C003101,Male,43,70,Two Year,No
C003102,Male,41,15,One Year,No
C003103,Male,29,19,One Year,No
C003104,Female,33,15,Month-to-Month,No
C003105,Female,40,7,Month-to-Month,No
C003106,Male,57,12,One Year,No
C003107,Female,26,8,Month-to-Month,Yes
C003108,Female,49,10,Month-to-Month,Yes
C003109,Male,32,2,Month-to-Month,Yes
C003110,Female,54,15,Month-to-Month,No
C003111,Male,30,1,Month-to-Month,No
C003112,Male,22,15,One Year,No
C003113,Female,28,6,Month-to-Month,No
C003114,Female,27,13,Month-to-Month,No
C003115,Female,30,15,One Year,No
C003116,Male,58,55,Two Year,No
C003117,Male,63,6,Month-to-Month,No
C003118,Female,32,6,Month-to-Month,No
C003119,Female,59,6,One Year,No
C003120,Female,24,55,Two Year,No
C003121,Female,57,28,One Year,No
C003122,Male,45,28,One Year,No
C003123,Female,49,10,Month-to-Month,No
C003124,Male,52,30,One Year,No
C003125,Male,32,14,Month-to-Month,No
C003126,Female,53,20,One Year,No
C003127,Female,38,33,One Year,No
C003128,Female,23,34,Two Year,No
C003129,Male,18,4,Month-to-Month,Yes
C003130,Female,21,1,Month-to-Month,Yes
C003131,Female,28,13,One Year,No
C003132,Male,61,8,One Year,No
C003133,Female,43,19,One Year,No
C003134,Male,54,17,Month-to-Month,No
C003135,Female,40,2,Month-to-Month,Yes
C003136,Male,46,20,One Year,No
C003137,Female,38,6,Month-to-Month,No
C003138,Female,62,16,Two Year,No
C003139,Male,62,14,Month-to-Month,No
C003140,Male,44,24,One Year,No
C003141,Female,56,14,One Year,No
C003142,Male,57,13,One Year,Yes
C003143,Male,30,3,Month-to-Month,Yes
C003144,Male,40,29,Two Year,No
C003145,Male,33,8,Month-to-Month,No
C003146,Female,47,21,One Year,No
C003147,Female,21,15,Month-to-Month,No
C003148,Male,57,15,Month-to-Month,No
C003149,Male,33,16,Month-to-Month,No
C003150,Male,48,1,Month-to-Month,No
C003151,Male,59,21,Two Year,No
C003152,Female,42,5,Month-to-Month,Yes
C003153,Female,61,23,One Year,No
C003154,Male,29,14,Two Year,No
C003155,Male,43,4,Month-to-Month,Yes
C003156,Male,54,9,One Year,No
C003157,Female,50,11,Month-to-Month,No
C003158,Male,45,9,Month-to-Month,No
C003159,Female,26,1,Month-to-Month,Yes
C003160,Male,29,39,Two Year,No
C003161,Female,22,16,Month-to-Month,No
C003162,Male,45,14,One Year,No
C003163,Female,52,16,One Year,No
C003164,Male,22,17,Two Year,No
C003165,Male,51,17,Month-to-Month,No
C003166,Male,63,32,One Year,No
C003167,Female,51,34,One Year,No
C003168,Male,30,17,One Year,No
C003169,Female,56,33,Two Year,No
C003170,Female,59,51,Two Year,No
C003171,Male,62,16,Month-to-Month,No
C003172,Male,31,5,Month-to-Month,Yes
C003173,Male,28,1,Month-to-Month,Yes
C003174,Female,59,17,Month-to-Month,No
C003175,Male,55,8,Month-to-Month,No
C003176,Female,21,10,Month-to-Month,No
C003177,Female,50,15,Month-to-Month,No
C003178,Male,24,63,Two Year,No
C003179,Male,58,13,Month-to-Month,No
C003180,Male,25,38,Two Year,No
C003181,Male,54,10,Month-to-Month,No
C003182,Male,27,14,One Year,No
C003183,Male,60,56,Two Year,No
C003184,Female,32,3,Month-to-Month,No
C003185,Female,55,3,Month-to-Month,Yes
C003186,Female,32,1,Month-to-Month,No
C003187,Male,22,2,Month-to-Month,Yes
C003188,Female,46,22,Two Year,No
C003189,Female,36,57,Two Year,No
C003190,Female,27,10,Month-to-Month,Yes
C003191,Female,29,7,Month-to-Month,Yes
C003192,Female,21,1,Month-to-Month,Yes
C003193,Male,48,7,Month-to-Month,No
C003194,Male,35,20,One Year,Yes
C003195,Female,33,11,Month-to-Month,No
C003196,Female,57,11,One Year,Yes
C003197,Female,53,7,Month-to-Month,No
C003198,Male,42,7,Month-to-Month,No
C003199,Male,40,6,One Year,No
C003200,Female,29,10,Month-to-Month,No
C003201,Male,51,32,Two Year,No
C003202,Male,53,26,Two Year,No
C003203,Female,54,8,Month-to-Month,No
C003204,Male,20,3,Month-to-Month,Yes
C003205,Male,26,66,Two Year,No
C003206,Female,35,26,Two Year,No
C003207,Male,60,47,Two Year,No
C003208,Male,52,6,Month-to-Month,No
C003209,Female,51,68,Two Year,No
C003210,Male,58,10,Month-to-Month,Yes
C003211,Male,31,23,One Year,No
C003212,Female,21,59,Two Year,No
C003213,Female,46,6,Month-to-Month,No
C003214,Female,58,30,Two Year,No
C003215,Male,62,17,Month-to-Month,No
C003216,Female,32,61,Two Year,No
C003217,Male,45,13,Month-to-Month,No
C003218,Female,59,50,Two Year,No
C003219,Male,33,12,Month-to-Month,No
C003220,Female,29,7,One Year,No
C003221,Female,22,32,One Year,No
C003222,Female,51,12,Month-to-Month,No
C003223,Female,59,12,Month-to-Month,Yes
C003224,Male,18,29,One Year,No
C003225,Female,56,4,Month-to-Month,Yes
C003226,Female,49,9,One Year,No
C003227,Male,43,16,Month-to-Month,Yes
C003228,Female,34,25,Two Year,No
C003229,Male,44,17,Month-to-Month,No
C003230,Female,41,17,Month-to-Month,No
C003231,Female,52,3,Month-to-Month,Yes
C003232,Female,63,6,Month-to-Month,No
C003233,Male,59,13,Month-to-Month,No
C003234,Female,56,9,Month-to-Month,No
C003235,Female,43,32,Two Year,No
C003236,Female,55,14,One Year,No
C003237,Male,40,13,One Year,No
C003238,Male,39,17,Month-to-Month,No
C003239,Female,21,21,One Year,No
C003240,Male,26,16,Month-to-Month,No
C003241,Female,21,32,One Year,No
C003242,Female,24,16,Month-to-Month,No
C003243,Female,40,14,Month-to-Month,No
C003244,Female,19,14,Month-to-Month,No
C003245,Female,41,25,Two Year,No
C003246,Female,57,14,Month-to-Month,No
C003247,Female,48,17,One Year,No
C003248,Male,64,6,Month-to-Month,No
C003249,Male,48,25,One Year,No
C003250,Male,64,56,Two Year,No
C003251,Male,57,16,Month-to-Month,No
C003252,Male,60,9,Month-to-Month,No
C003253,Male,51,45,Two Year,No
C003254,Male,41,27,One Year,No
C003255,Female,43,3,Month-to-Month,Yes
C003256,Female,33,15,One Year,No
C003257,Female,64,25,One Year,No
C003258,Female,30,2,Month-to-Month,Yes
C003259,Male,32,38,Two Year,No
C003260,Male,44,10,Month-to-Month,No
C003261,Female,21,8,Month-to-Month,No
C003262,Female,33,22,One Year,Yes
C003263,Male,47,1,Month-to-Month,No
C003264,Female,61,6,Month-to-Month,Yes
C003265,Female,47,12,One Year,No
C003266,Female,53,58,Two Year,No
C003267,Female,20,29,Two Year,No
C003268,Male,39,20,Two Year,No
C003269,Female,39,19,Two Year,No
C003270,Female,29,10,Month-to-Month,No
C003271,Male,38,4,Month-to-Month,Yes
C003272,Male,21,31,Two Year,No
C003273,Female,48,8,Month-to-Month,No
C003274,Male,61,6,One Year,No
C003275,Female,48,13,One Year,No
C003276,Female,40,12,Month-to-Month,No
C003277,Male,37,34,Two Year,No
C003278,Female,32,30,One Year,No
C003279,Female,40,15,Month-to-Month,No
C003280,Female,45,24,Two Year,No
C003281,Female,33,16,Month-to-Month,No
C003282,Male,54,1,Month-to-Month,Yes
C003283,Male,38,22,One Year,No
C003284,Female,32,27,Two Year,No
C003285,Male,34,28,One Year,Yes
C003286,Female,54,10,One Year,No
C003287,Female,30,25,One Year,No
C003288,Female,36,10,Month-to-Month,No
C003289,Female,47,69,Two Year,No
C003290,Female,62,49,Two Year,No
C003291,Male,35,12,Month-to-Month,No
C003292,Female,31,10,Month-to-Month,No
C003293,Male,53,65,Two Year,No
C003294,Male,53,60,Two Year,No
C003295,Female,37,45,Two Year,No
C003296,Female,36,62,Two Year,No
C003297,Female,62,25,One Year,No
C003298,Female,61,11,One Year,No
C003299,Female,24,33,One Year,No
C003300,Male,61,13,Month-to-Month,No
C003301,Female,21,14,One Year,No
C003302,Female,51,17,One Year,No
C003303,Male,19,23,One Year,No
C003304,Male,22,13,One Year,No
C003305,Female,27,2,Month-to-Month,No
C003306,Male,49,8,Month-to-Month,No
C003307,Female,59,10,Month-to-Month,No
C003308,Male,58,9,Month-to-Month,No
C003309,Male,30,8,Month-to-Month,Yes
C003310,Female,56,62,Two Year,No
C003311,Male,22,3,Month-to-Month,No
C003312,Male,27,9,Month-to-Month,No
C003313,Male,27,18,One Year,No
C003314,Male,55,14,One Year,No
C003315,Male,44,12,Month-to-Month,No
C003316,Male,38,35,One Year,No
C003317,Female,25,28,One Year,No
C003318,Female,18,13,Month-to-Month,Yes
C003319,Male,45,8,Month-to-Month,Yes
C003320,Female,56,58,Two Year,No
C003321,Female,31,42,Two Year,No
C003322,Female,38,34,One Year,No
C003323,Male,47,13,Month-to-Month,No
C003324,Female,38,13,Month-to-Month,No
C003325,Male,26,22,One Year,No
C003326,Female,34,15,Month-to-Month,No
C003327,Male,22,3,Month-to-Month,No
C003328,Male,48,19,One Year,No
C003329,Female,57,10,Month-to-Month,Yes
C003330,Female,55,22,One Year,No
C003331,Male,60,40,Two Year,No
C003332,Female,36,8,Month-to-Month,No
C003333,Female,53,29,Two Year,No
C003334,Female,50,12,Month-to-Month,No
C003335,Male,30,60,Two Year,No
C003336,Male,31,11,Month-to-Month,Yes
C003337,Female,50,9,Month-to-Month,No
C003338,Female,46,27,One Year,Yes
C003339,Female,60,15,Month-to-Month,No
C003340,Male,53,20,Two Year,No
C003341,Male,61,12,Month-to-Month,No
C003342,Female,27,11,Month-to-Month,No
C003343,Female,48,22,One Year,No
C003344,Female,23,6,Month-to-Month,No
C003345,Female,18,8,Month-to-Month,No
C003346,Female,24,15,One Year,No
C003347,Female,44,30,One Year,No
C003348,Male,38,58,Two Year,No
C003349,Female,45,47,Two Year,No
C003350,Male,33,11,Month-to-Month,Yes
C003351,Female,63,14,One Year,No
C003352,Female,40,9,Month-to-Month,No
C003353,Male,37,33,One Year,No
C003354,Male,55,8,Month-to-Month,No
C003355,Male,42,14,Two Year,No
C003356,Male,45,26,One Year,No
C003357,Female,22,29,Two Year,No
C003358,Male,38,57,Two Year,No
C003359,Female,35,46,Two Year,No
C003360,Male,64,28,Two Year,No
C003361,Female,23,4,Month-to-Month,Yes
C003362,Female,46,15,Month-to-Month,Yes
C003363,Female,36,6,Month-to-Month,No
C003364,Female,50,15,Month-to-Month,No
C003365,Female,18,12,One Year,No
C003366,Female,62,17,One Year,No
C003367,Male,20,21,One Year,No
C003368,Female,59,20,Two Year,No
C003369,Male,38,31,Two Year,No
C003370,Male,52,5,Month-to-Month,No
C003371,Female,58,11,Month-to-Month,No
C003372,Male,57,2,Month-to-Month,No
C003373,Female,20,16,Month-to-Month,No
C003374,Male,42,9,One Year,No
C003375,Female,62,10,One Year,No
C003376,Male,55,12,One Year,No
C003377,Female,62,17,Two Year,No
C003378,Female,37,67,Two Year,No
C003379,Female,61,10,Month-to-Month,No
C003380,Female,62,19,One Year,No
C003381,Male,51,8,Month-to-Month,No
C003382,Female,38,14,Month-to-Month,Yes
C003383,Male,40,14,Month-to-Month,No
C003384,Male,23,3,Month-to-Month,Yes
C003385,Male,30,1,Month-to-Month,Yes
C003386,Female,40,9,Month-to-Month,No
C003387,Male,26,14,One Year,No
C003388,Male,34,27,One Year,Yes
C003389,Male,19,2,Month-to-Month,No
C003390,Female,36,16,Month-to-Month,No
C003391,Female,36,51,Two Year,No
C003392,Male,24,6,Month-to-Month,No
C003393,Female,59,66,Two Year,No
C003394,Female,59,18,One Year,No
C003395,Male,37,1,Month-to-Month,Yes
C003396,Male,26,15,Month-to-Month,No
C003397,Female,34,1,Month-to-Month,Yes
C003398,Male,44,10,Month-to-Month,No
C003399,Female,64,1,Month-to-Month,No
C003400,Female,19,33,One Year,Yes
C003401,Female,53,12,Month-to-Month,No
C003402,Female,36,16,One Year,No
C003403,Female,34,34,One Year,No
C003404,Female,22,17,Month-to-Month,No
C003405,Male,56,4,Month-to-Month,Yes
C003406,Male,35,7,Month-to-Month,No
C003407,Female,24,12,Month-to-Month,No
C003408,Female,34,18,One Year,No
C003409,Female,56,5,Month-to-Month,Yes
C003410,Male,53,33,One Year,No
C003411,Female,57,6,Month-to-Month,No
C003412,Male,62,2,Month-to-Month,Yes
C003413,Female,21,26,One Year,Yes
C003414,Female,55,12,One Year,No
C003415,Male,42,14,Month-to-Month,No
C003416,Male,22,14,Month-to-Month,No
C003417,Female,47,15,One Year,No
C003418,Female,29,4,Month-to-Month,No
C003419,Female,21,3,Month-to-Month,Yes
C003420,Male,41,30,One Year,Yes
C003421,Male,46,14,Month-to-Month,No
C003422,Male,26,34,One Year,Yes
C003423,Male,21,11,One Year,No
C003424,Male,41,28,One Year,No
C003425,Male,31,20,One Year,No
C003426,Female,22,13,One Year,No
C003427,Female,35,10,One Year,No
C003428,Male,59,14,Two Year,No
C003429,Female,36,3,Month-to-Month,No
C003430,Female,29,13,Month-to-Month,No
C003431,Male,35,7,One Year,No
C003432,Female,34,29,One Year,No
C003433,Male,47,1,Month-to-Month,Yes
C003434,Male,41,23,Two Year,No
C003435,Female,28,8,Month-to-Month,Yes
C003436,Male,52,24,One Year,No
C003437,Male,40,14,One Year,No
C003438,Male,34,39,Two Year,No
C003439,Male,18,14,Month-to-Month,No
C003440,Male,32,33,One Year,No
C003441,Male,49,10,Month-to-Month,No
C003442,Male,26,9,Month-to-Month,Yes
C003443,Male,32,6,Month-to-Month,Yes
C003444,Female,45,6,One Year,No
C003445,Female,41,5,Month-to-Month,Yes
C003446,Female,52,10,Month-to-Month,Yes
C003447,Male,39,30,One Year,No
C003448,Male,44,18,One Year,No
C003449,Female,36,27,One Year,No
C003450,Female,62,34,Two Year,No
C003451,Female,29,4,Month-to-Month,No
C003452,Male,37,44,Two Year,No
C003453,Female,18,32,Two Year,No
C003454,Female,38,2,Month-to-Month,No
C003455,Male,62,4,Month-to-Month,No
C003456,Female,18,17,Month-to-Month,No
C003457,Male,27,10,Month-to-Month,Yes
C003458,Male,64,28,One Year,No
C003459,Male,49,17,One Year,No
C003460,Female,56,32,One Year,No
C003461,Female,39,7,One Year,Yes
C003462,Male,35,3,Month-to-Month,Yes
C003463,Female,63,25,Two Year,No
C003464,Female,49,15,Month-to-Month,No
C003465,Female,44,56,Two Year,No
C003466,Female,45,9,Month-to-Month,No
C003467,Male,35,13,Two Year,No
C003468,Female,56,16,Month-to-Month,No
C003469,Male,46,11,Month-to-Month,No
C003470,Male,35,12,Month-to-Month,Yes
C003471,Female,61,30,One Year,No
C003472,Male,25,12,Two Year,No
C003473,Female,48,2,Month-to-Month,No
C003474,Female,51,59,Two Year,No
C003475,Male,24,32,One Year,Yes
C003476,Male,53,7,One Year,Yes
C003477,Male,35,69,Two Year,No
C003478,Male,55,10,Month-to-Month,No
C003479,Female,26,10,Month-to-Month,No
C003480,Female,26,27,Two Year,No
C003481,Female,63,24,Two Year,No
C003482,Male,25,59,Two Year,No
C003483,Male,52,61,Two Year,No
C003484,Male,35,8,Month-to-Month,No
C003485,Female,22,67,Two Year,No
C003486,Male,31,13,Month-to-Month,Yes
C003487,Female,45,36,Two Year,No
C003488,Male,47,7,Month-to-Month,No
C003489,Female,21,33,One Year,No
C003490,Female,56,26,One Year,No
C003491,Male,37,6,Month-to-Month,No
C003492,Male,42,9,Month-to-Month,No
C003493,Female,45,40,Two Year,No
C003494,Female,29,17,Two Year,No
C003495,Male,19,17,Month-to-Month,Yes
C003496,Male,60,17,One Year,No
C003497,Female,31,8,One Year,No
C003498,Male,39,5,Month-to-Month,No
C003499,Female,48,7,Month-to-Month,No
C003500,Female,40,21,Two Year,No
C003501,Male,37,15,One Year,No
C003502,Male,55,24,One Year,No
C003503,Male,21,30,One Year,No
C003504,Male,32,4,Month-to-Month,No
C003505,Male,41,10,Month-to-Month,No
C003506,Female,42,3,Month-to-Month,Yes
C003507,Female,18,3,Month-to-Month,Yes
C003508,Male,24,10,One Year,No
C003509,Male,48,59,Two Year,No
C003510,Male,29,13,Month-to-Month,No
C003511,Female,59,11,Month-to-Month,No
C003512,Male,22,31,One Year,No
C003513,Male,61,56,Two Year,No
C003514,Female,59,24,One Year,No
C003515,Female,55,39,Two Year,No
C003516,Male,29,11,One Year,No
C003517,Male,56,29,One Year,No
C003518,Male,35,13,Month-to-Month,No
C003519,Female,19,4,Month-to-Month,No
C003520,Male,27,5,Month-to-Month,Yes
C003521,Male,32,24,One Year,No
C003522,Male,47,48,Two Year,No
C003523,Female,61,64,Two Year,No
C003524,Female,34,14,Month-to-Month,Yes
C003525,Male,21,4,Month-to-Month,No
C003526,Male,24,12,Month-to-Month,No
C003527,Female,58,6,Month-to-Month,No
C003528,Female,48,24,One Year,No
C003529,Female,56,53,Two Year,No
C003530,Female,51,12,Two Year,No
C003531,Female,23,28,One Year,No
C003532,Female,55,66,Two Year,No
C003533,Female,62,33,One Year,Yes
C003534,Female,51,16,Month-to-Month,No
C003535,Female,61,9,One Year,No
C003536,Male,32,14,One Year,No
C003537,Male,31,33,One Year,No
C003538,Male,23,17,Month-to-Month,No
C003539,Female,54,15,Month-to-Month,Yes
C003540,Male,49,7,Month-to-Month,No
C003541,Female,20,36,Two Year,No
C003542,Female,20,6,Month-to-Month,No
C003543,Male,39,24,One Year,No
C003544,Female,39,26,One Year,No
C003545,Male,27,12,Month-to-Month,No
C003546,Male,20,30,One Year,No
C003547,Male,29,46,Two Year,No
C003548,Female,46,1,Month-to-Month,No
C003549,Male,34,16,Two Year,No
C003550,Female,24,1,Month-to-Month,No
C003551,Male,30,8,Month-to-Month,Yes
C003552,Male,19,50,Two Year,No
C003553,Male,21,58,Two Year,No
C003554,Female,27,54,Two Year,No
C003555,Female,56,23,One Year,Yes
C003556,Female,41,57,Two Year,No
C003557,Male,34,70,Two Year,No
C003558,Male,23,20,Two Year,No
C003559,Female,36,10,One Year,No
C003560,Female,22,4,Month-to-Month,No
C003561,Female,49,55,Two Year,No
C003562,Female,27,1,Month-to-Month,Yes
C003563,Female,26,35,One Year,No
C003564,Female,44,13,Month-to-Month,No
C003565,Male,30,6,One Year,No
C003566,Female,36,3,Month-to-Month,Yes
C003567,Male,38,8,Month-to-Month,No
C003568,Male,41,67,Two Year,No
C003569,Female,55,16,Month-to-Month,No
C003570,Female,21,25,One Year,No
C003571,Male,41,16,Month-to-Month,Yes
C003572,Female,52,2,Month-to-Month,No
C003573,Female,20,17,Month-to-Month,No
C003574,Male,21,15,One Year,No
C003575,Male,54,7,Month-to-Month,No
C003576,Male,57,70,Two Year,No
C003577,Female,52,10,Month-to-Month,No
C003578,Male,48,9,Month-to-Month,No
C003579,Female,61,17,Month-to-Month,No
C003580,Male,42,9,Month-to-Month,Yes
C003581,Male,57,14,One Year,Yes
C003582,Male,30,48,Two Year,No
C003583,Female,21,29,One Year,No
C003584,Female,63,7,Month-to-Month,No
C003585,Male,31,11,Month-to-Month,Yes
C003586,Male,30,8,Month-to-Month,No
C003587,Male,44,36,Two Year,No
C003588,Female,23,14,Month-to-Month,No
C003589,Male,34,7,One Year,No
C003590,Female,53,10,Month-to-Month,No
C003591,Male,57,16,Month-to-Month,No
C003592,Male,52,16,Month-to-Month,No
C003593,Male,34,11,Month-to-Month,No
C003594,Male,58,11,One Year,No
C003595,Male,19,6,Month-to-Month,No
C003596,Male,30,12,One Year,No
C003597,Female,19,16,Month-to-Month,Yes
C003598,Male,45,24,Two Year,No
C003599,Female,60,3,Month-to-Month,Yes
C003600,Male,43,67,Two Year,No
C003601,Male,39,67,Two Year,No
C003602,Female,64,52,Two Year,No
C003603,Male,60,3,Month-to-Month,Yes
C003604,Female,20,11,One Year,No
C003605,Female,52,17,Month-to-Month,No
C003606,Male,29,3,Month-to-Month,No
C003607,Female,41,2,Month-to-Month,Yes
C003608,Female,22,12,Month-to-Month,No
C003609,Male,37,35,Two Year,No
C003610,Female,56,6,Month-to-Month,No
C003611,Male,56,15,One Year,No
C003612,Male,30,16,One Year,No
C003613,Male,58,21,One Year,No
C003614,Male,62,32,One Year,No
C003615,Female,29,16,Month-to-Month,No
C003616,Male,30,29,One Year,No
C003617,Male,27,9,Month-to-Month,No
C003618,Female,50,32,Two Year,No
C003619,Male,57,32,One Year,No
C003620,Male,33,62,Two Year,No
C003621,Female,62,2,Month-to-Month,Yes
C003622,Female,52,1,Month-to-Month,Yes
C003623,Female,20,16,Month-to-Month,Yes
C003624,Female,22,3,Month-to-Month,Yes
C003625,Female,43,1,Month-to-Month,No
C003626,Female,28,11,One Year,Yes
C003627,Female,24,11,Month-to-Month,No
C003628,Male,27,32,One Year,No
C003629,Female,59,19,Two Year,No
C003630,Female,51,10,One Year,No
C003631,Female,20,9,Month-to-Month,No
C003632,Male,25,15,Month-to-Month,No
C003633,Male,48,14,Month-to-Month,Yes
C003634,Female,28,4,Month-to-Month,No
C003635,Female,62,29,One Year,No
C003636,Female,24,8,Month-to-Month,No
C003637,Male,62,63,Two Year,No
C003638,Male,19,34,One Year,No
C003639,Female,23,22,One Year,No
C003640,Male,58,2,Month-to-Month,Yes
C003641,Female,49,16,Month-to-Month,No
C003642,Male,37,15,One Year,No
C003643,Male,51,2,Month-to-Month,Yes
C003644,Female,33,11,Month-to-Month,No
C003645,Female,42,10,Month-to-Month,Yes
C003646,Female,29,14,Month-to-Month,No
C003647,Female,24,16,One Year,No
C003648,Male,56,9,Month-to-Month,No
C003649,Male,34,12,One Year,Yes
C003650,Male,62,15,Month-to-Month,No
C003651,Female,28,25,One Year,No
C003652,Male,23,28,Two Year,No
C003653,Female,40,14,Two Year,No
C003654,Male,44,15,Month-to-Month,No
C003655,Female,63,14,Month-to-Month,No
C003656,Female,23,8,Month-to-Month,Yes
C003657,Male,55,9,One Year,No
C003658,Female,19,31,One Year,No
C003659,Female,39,15,One Year,Yes
C003660,Male,37,2,Month-to-Month,No
C003661,Female,42,19,One Year,Yes
C003662,Female,32,8,Month-to-Month,Yes
C003663,Female,46,28,One Year,No
C003664,Male,25,10,Month-to-Month,No
C003665,Male,54,30,One Year,No
C003666,Female,50,15,Month-to-Month,No
C003667,Male,39,5,Month-to-Month,No
C003668,Female,64,27,One Year,No
C003669,Female,22,13,Month-to-Month,Yes
C003670,Female,56,23,One Year,No
C003671,Female,35,7,One Year,No
C003672,Female,55,18,One Year,No
C003673,Male,54,14,Month-to-Month,No
C003674,Female,47,10,Month-to-Month,No
C003675,Male,48,35,One Year,No
C003676,Male,27,4,Month-to-Month,Yes
C003677,Female,32,20,One Year,No
C003678,Female,59,8,Month-to-Month,No
C003679,Male,61,15,Month-to-Month,Yes
C003680,Male,35,14,Month-to-Month,No
C003681,Male,40,9,Month-to-Month,No
C003682,Female,50,3,Month-to-Month,No
C003683,Male,33,31,One Year,No
C003684,Female,55,20,One Year,No
C003685,Female,52,17,Month-to-Month,No
C003686,Female,51,68,Two Year,No
C003687,Male,45,21,One Year,Yes
C003688,Female,19,47,Two Year,No
C003689,Female,47,16,One Year,Yes
C003690,Female,30,30,One Year,No
C003691,Female,58,8,Month-to-Month,No
C003692,Female,33,3,Month-to-Month,No
C003693,Male,22,14,Month-to-Month,No
C003694,Female,45,14,One Year,No
C003695,Female,56,3,Month-to-Month,No
C003696,Male,62,9,One Year,No
C003697,Female,37,4,Month-to-Month,Yes
C003698,Male,41,22,Two Year,No
C003699,Female,44,16,Month-to-Month,No
C003700,Male,47,17,Month-to-Month,No
C003701,Male,62,10,Month-to-Month,No
C003702,Female,44,17,Month-to-Month,Yes
C003703,Female,43,16,Month-to-Month,No
C003704,Female,24,25,One Year,No
C003705,Male,59,6,Month-to-Month,No
C003706,Male,64,7,Month-to-Month,No
C003707,Male,55,25,Two Year,No
C003708,Female,22,11,Month-to-Month,Yes
C003709,Male,40,23,Two Year,No
C003710,Male,45,57,Two Year,No
C003711,Female,51,5,Month-to-Month,Yes
C003712,Male,32,5,Month-to-Month,No
C003713,Male,49,15,Month-to-Month,No
C003714,Female,43,31,One Year,No
C003715,Male,48,6,One Year,No
C003716,Female,36,30,One Year,No
C003717,Female,26,35,One Year,No
C003718,Female,46,9,Month-to-Month,No
C003719,Female,56,14,Two Year,No
C003720,Female,21,31,One Year,No
C003721,Male,20,9,One Year,No
C003722,Male,46,59,Two Year,No
C003723,Female,28,12,One Year,No
C003724,Female,50,14,Month-to-Month,Yes
C003725,Male,55,16,Month-to-Month,No
C003726,Female,28,16,Month-to-Month,No
C003727,Female,44,16,Month-to-Month,No
C003728,Female,50,45,Two Year,No
C003729,Male,38,10,Month-to-Month,No
C003730,Male,56,12,One Year,Yes
C003731,Female,48,30,One Year,No
C003732,Female,55,15,Month-to-Month,No
C003733,Male,63,43,Two Year,No
C003734,Male,19,39,Two Year,No
C003735,Female,44,14,One Year,Yes
C003736,Female,53,7,Month-to-Month,No
C003737,Male,28,16,Month-to-Month,No
C003738,Male,64,3,Month-to-Month,Yes
C003739,Male,35,17,Month-to-Month,No
C003740,Female,18,28,One Year,No
C003741,Male,52,19,Two Year,No
C003742,Female,52,7,One Year,No
C003743,Male,48,42,Two Year,No
C003744,Male,45,30,One Year,No
